Violation ID,Vehicle ID,First Occurrence,Last Occurrence,Violation Status,Violation Type,Bus Route ID,Violation Latitude,Violation Longitude,Stop ID,Stop Name,Bus Stop Latitude,Bus Stop Longitude,Violation Georeference,Bus Stop Georeference
397523743,871975e8a01da75fbdfe0f3f1c958e5cfc4dddc5aa7b038229949fe8079467d4,12/15/2023 06:14:55 PM,12/15/2023 06:21:29 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.633954,-73.947782,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.947782 40.633954),POINT (-73.948517 40.640085)
397523735,21972b2dc5684d6a6e19aa1f2c1f9a384f2cf32942170d44094776569f99add1,12/15/2023 04:45:22 PM,12/15/2023 04:59:07 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.651562,-73.94964,303469,NOSTRAND AV/CLARKSON AV,40.655011,-73.950113,POINT (-73.94964 40.651562),POINT (-73.950113 40.655011)
397523734,336f6a51cad643cb22e0758ab2ca50b665f92bd0b0d98e7cfc74391ab367ba97,12/15/2023 05:08:04 PM,12/15/2023 05:23:25 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.633967,-73.9478,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.9478 40.633967),POINT (-73.948517 40.640085)
397523729,efebb2f352ec8087b0d86c94bed6e2265db01b8c1c5ac20bf2ef05b96483743e,12/15/2023 06:03:24 PM,12/15/2023 06:11:04 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.66789,-73.950685,303459,NOSTRAND AV/ST JOHNS PL,40.670871,-73.950508,POINT (-73.950685 40.66789),POINT (-73.950508 40.670871)
397523715,19cfac3d104397bbd0ec51cb8a4ea3a53e3ec641520eac7fa14187de0cb0221f,12/15/2023 04:42:26 PM,12/15/2023 05:06:24 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.630018,-73.947458,303376,NOSTRAND AV/AV L,40.62188,-73.945851,POINT (-73.947458 40.630018),POINT (-73.945851 40.62188)
397523714,c78ef900bb8c8016bfe7f1fe642f384a7d4a09091f42197e33baab3c2ae5188d,12/15/2023 04:42:24 PM,12/15/2023 05:06:20 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.62985,-73.947432,303376,NOSTRAND AV/AV L,40.62188,-73.945851,POINT (-73.947432 40.62985),POINT (-73.945851 40.62188)
397523668,41a130b61e459f36f08a82e5fcfa5dc369dd2f22e8b7596dac33f48e32bef47f,12/15/2023 04:07:17 PM,12/15/2023 04:26:55 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.634915,-73.947886,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.947886 40.634915),POINT (-73.948517 40.640085)
397523660,c08678bbf4c8d1edc484633d7812df7363fc6b193823c237b45545d7639e4e34,12/15/2023 05:33:37 PM,12/15/2023 06:03:28 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.667682,-73.950699,303459,NOSTRAND AV/ST JOHNS PL,40.670871,-73.950508,POINT (-73.950699 40.667682),POINT (-73.950508 40.670871)
397523658,c5ee53d9e0ed8f22238046ad20b910a12ecf5a41d9db294e4f2b96d170593109,12/15/2023 04:27:43 PM,12/15/2023 04:37:55 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.633428,-73.947726,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.947726 40.633428),POINT (-73.948517 40.640085)
397523650,66cc5c9c3abf3bad308b1b316555e3199a1cc2aec91222bf82cc94e96c564a28,12/15/2023 05:41:35 PM,12/15/2023 05:53:58 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.664529,-73.953784,303950,ROGERS AV/EMPIRE BL,40.663626,-73.953748,POINT (-73.953784 40.664529),POINT (-73.953748 40.663626)
397523632,20954aea96cdc05fdfcb1897b0db80369a4e0bd239c68b4c0818d49f4db2dfed,12/15/2023 05:06:21 PM,12/15/2023 05:15:48 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.629952,-73.947408,303376,NOSTRAND AV/AV L,40.62188,-73.945851,POINT (-73.947408 40.629952),POINT (-73.945851 40.62188)
397523602,0a1e06d3e8da02a7e74970c0d628d2ed1f1a7769d889e23cc68bd347874245ea,12/15/2023 05:08:19 PM,12/15/2023 05:30:30 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.630912,-73.947492,303376,NOSTRAND AV/AV L,40.62188,-73.945851,POINT (-73.947492 40.630912),POINT (-73.945851 40.62188)
397523592,e483e0c10dd4795d7604e449c92ed55f2f8f2bc00d5042eb11dff159f8f24afd,12/15/2023 05:08:13 PM,12/15/2023 05:24:25 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.630728,-73.947467,303376,NOSTRAND AV/AV L,40.62188,-73.945851,POINT (-73.947467 40.630728),POINT (-73.945851 40.62188)
397523584,5aafafa754fc730bc1a0624a0da043af06f5cd8ba5c4bb0a5bb2681d8c2996df,12/15/2023 03:28:15 PM,12/15/2023 03:46:03 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.651791,-73.952597,303942,ROGERS AV/CHURCH AV,40.651173,-73.95244,POINT (-73.952597 40.651791),POINT (-73.95244 40.651173)
397523559,d15596408a65b3958bbeaae19d941dbb77709e3dc9de13233fccf3991b81996a,12/15/2023 04:37:57 PM,12/15/2023 05:11:10 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.633384,-73.947715,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.947715 40.633384),POINT (-73.948517 40.640085)
397523533,f21722edd7950b541694191a7dc9dfe543150b75e2b5b18b786c2e269fcaede0,12/15/2023 03:15:35 PM,12/15/2023 03:40:29 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.634824,-73.947912,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.947912 40.634824),POINT (-73.948517 40.640085)
397523532,5e92c32fb28e9cd1c0a1efcbb2e77f8d87b7f35345c1d3740c26cd72c14a2d51,12/15/2023 03:15:52 PM,12/15/2023 03:23:04 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.633828,-73.947771,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.947771 40.633828),POINT (-73.948517 40.640085)
397523525,818cf423dce5ca5d87ae9870580e18106de9eaf45a03ef4e87c8b6fd22dce8cd,12/15/2023 02:33:31 PM,12/15/2023 03:04:05 PM,DRIVER/VEHICLE INFO MISSING,MOBILE BUS LANE,B44+,40.698929,-73.953238,303441,LEE AV/FLUSHING AV,40.699506,-73.953484,POINT (-73.953238 40.698929),POINT (-73.953484 40.699506)
397523506,c2a7cf8dca3e159ebe48b55efed5530c6d011195a4be09aeaf9015e1e9c2fdb9,12/15/2023 03:05:43 PM,12/15/2023 03:11:34 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.651159,-73.949604,303469,NOSTRAND AV/CLARKSON AV,40.655011,-73.950113,POINT (-73.949604 40.651159),POINT (-73.950113 40.655011)
397523498,3341752c51fee7fc0b7014ef33ad09112a1d0e436d53cd4ec1a17a55e3face6f,12/15/2023 02:37:42 PM,12/15/2023 03:07:12 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.695773,-73.952639,303441,LEE AV/FLUSHING AV,40.699506,-73.953484,POINT (-73.952639 40.695773),POINT (-73.953484 40.699506)
397523473,0235bbae663bfd9c7a7b3e71ec6f4109e131aa056d7ae638c6702da846984d36,12/15/2023 03:46:19 PM,12/15/2023 03:56:15 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.651812,-73.952549,303942,ROGERS AV/CHURCH AV,40.651173,-73.95244,POINT (-73.952549 40.651812),POINT (-73.95244 40.651173)
397523437,a207555e1146bb529faac7a92d97350f4b9d86f453e34de6b8ac4dc17f61b51b,12/15/2023 03:14:16 PM,12/15/2023 03:27:58 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.651664,-73.952575,303942,ROGERS AV/CHURCH AV,40.651173,-73.95244,POINT (-73.952575 40.651664),POINT (-73.95244 40.651173)
397523426,d671776edc83e6edb54250e8e93c96d0446c45807fecbbe3e5489b6c1a3c84c5,12/15/2023 03:08:39 PM,12/15/2023 03:18:56 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.632042,-73.947563,901278,NOSTRAND AV/AV H,40.631827,-73.947438,POINT (-73.947563 40.632042),POINT (-73.947438 40.631827)
397523425,bfc48e3adc986894fb8798f15c6095c2528631341b51c6744195d3f4a58eb2a9,12/15/2023 03:23:19 PM,12/15/2023 03:39:12 PM,DRIVER/VEHICLE INFO MISSING,MOBILE BUS LANE,B44+,40.633468,-73.947697,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.947697 40.633468),POINT (-73.948517 40.640085)
397523349,57962a927eca6a401fcbfe2bec7d18a19a0a99277b52fcda29c86b1120f858c8,12/15/2023 02:06:45 PM,12/15/2023 02:18:43 PM,TECHNICAL ISSUE/OTHER,MOBILE BUS LANE,B44+,40.674166,-73.952923,901280,ROGERS AV/SAINT JOHNS PLACE,40.671595,-73.952992,POINT (-73.952923 40.674166),POINT (-73.952992 40.671595)
397523345,a7605d32e3bddf4c11d7c47e53aeb904044afa961343785c86b8d7dd8e6403bf,12/15/2023 01:33:51 PM,12/15/2023 01:50:19 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.681417,-73.949751,307905,NOSTRAND AV/GATES AV,40.685866,-73.950754,POINT (-73.949751 40.681417),POINT (-73.950754 40.685866)
397523326,720a342e9c504ac10bb3b39c4d2d41428174b0597e91a883645dd8891143c311,12/15/2023 01:59:06 PM,12/15/2023 02:13:43 PM,EXEMPT - BUS/PARATRANSIT,MOBILE BUS LANE,B44+,40.635525,-73.947954,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.947954 40.635525),POINT (-73.948517 40.640085)
397523305,a812e4c35a83b487bf21a95dde7fdcca95fefd5f879ef9b079a068b57aaa65fa,12/15/2023 01:58:58 PM,12/15/2023 02:13:30 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.636231,-73.948027,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.948027 40.636231),POINT (-73.948517 40.640085)
397405413,9dfe6bffb9311b571d4a15b1d37dc8b55f2990e91b9fe3af17427e797df391e9,12/16/2023 09:41:15 PM,12/16/2023 09:47:43 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.631885,-73.947541,901278,NOSTRAND AV/AV H,40.631827,-73.947438,POINT (-73.947541 40.631885),POINT (-73.947438 40.631827)
397405029,aef972d6a97f19b8bb9d7fcfd6cbdaf3a1cb6edd0c00ed51cf2f0011f9b97ac2,12/16/2023 04:29:24 PM,12/16/2023 04:45:37 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.633555,-73.947756,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.947756 40.633555),POINT (-73.948517 40.640085)
397405023,89f354fcbd094174d0356e23e60b1cb115767fb1db40982c84922139ba1f5400,12/16/2023 06:18:10 PM,12/16/2023 06:27:11 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.633773,-73.947752,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.947752 40.633773),POINT (-73.948517 40.640085)
397404977,26c1535aab9a0a3d2d621a9612130e5f193575005898bed66002a1ec800941c3,12/16/2023 04:49:52 PM,12/16/2023 05:18:14 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.630153,-73.947417,303376,NOSTRAND AV/AV L,40.62188,-73.945851,POINT (-73.947417 40.630153),POINT (-73.945851 40.62188)
397404901,484fe904d1cc5f1e28813b30964362296e7fdc8f2bc2424b0e94efd753dd2794,12/16/2023 04:45:44 PM,12/16/2023 04:59:25 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.633371,-73.947724,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.947724 40.633371),POINT (-73.948517 40.640085)
397404896,2bc75459b902df60fa6821be86b05344ec2afafa5e16dbc7443b2c2f6a9ca10a,12/16/2023 06:18:17 PM,12/16/2023 06:27:14 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.633641,-73.94773,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.94773 40.633641),POINT (-73.948517 40.640085)
397404839,3981085fc3c2e00786bd1b56ffd01c35e5fb33f75fc1cf04ac6625b0f8315bfe,12/16/2023 06:15:18 PM,12/16/2023 06:24:56 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.634839,-73.947883,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.947883 40.634839),POINT (-73.948517 40.640085)
397404821,f1eba7c9d0bf51a5cc492449888c6c9a2ca6d5e15b7a4ef1b33abdbc15abc6bb,12/16/2023 03:00:09 PM,12/16/2023 03:10:29 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.633818,-73.947792,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.947792 40.633818),POINT (-73.948517 40.640085)
397404820,de24db486d60e175f7fb1989acb691261bd3665a7ca503075f9ac88d05319b4f,12/16/2023 06:27:10 PM,12/16/2023 06:40:39 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.63382,-73.947761,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.947761 40.63382),POINT (-73.948517 40.640085)
397404818,a0185c59c009c8fbe0f65a6bfa61f319a8d81800730cf4a8465855204698a245,12/16/2023 06:18:12 PM,12/16/2023 06:27:11 PM,TECHNICAL ISSUE/OTHER,MOBILE BUS LANE,B44+,40.633734,-73.947747,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.947747 40.633734),POINT (-73.948517 40.640085)
397404771,5cf4de19005da5e17a37ccac6f1fba1717b6734a81c4bc86260133787ebe48a3,12/16/2023 04:39:18 PM,12/16/2023 04:49:53 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.630191,-73.947424,303376,NOSTRAND AV/AV L,40.62188,-73.945851,POINT (-73.947424 40.630191),POINT (-73.945851 40.62188)
397404600,b2e7ccc721823d4e4f6cb25903253956bc5a82283559b90829900596388af286,12/16/2023 04:39:14 PM,12/16/2023 04:49:49 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.629937,-73.947401,303376,NOSTRAND AV/AV L,40.62188,-73.945851,POINT (-73.947401 40.629937),POINT (-73.945851 40.62188)
397404599,a22de2334f25fcae6f76509d46a773d58c762028046e4af916073da3713f37a8,12/16/2023 04:45:34 PM,12/16/2023 04:58:32 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.633745,-73.947767,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.947767 40.633745),POINT (-73.948517 40.640085)
397404482,1692b80325b8332cd0fa3c8278d83ec63eae89f3f5006ccb94b733fc3a253ae9,12/16/2023 04:39:16 PM,12/16/2023 04:49:51 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.630052,-73.947412,303376,NOSTRAND AV/AV L,40.62188,-73.945851,POINT (-73.947412 40.630052),POINT (-73.945851 40.62188)
397404413,8c87cef658e5e9235fb47b137515325c8ab6e22747d467779570001479d8508c,12/16/2023 06:14:23 PM,12/16/2023 06:24:51 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.635012,-73.947898,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.947898 40.635012),POINT (-73.948517 40.640085)
397404156,ea0fb05d732aa454216df4e966d3a90dc2aa7cd9a93f4588c06ff6cc18c8d048,12/16/2023 03:00:14 PM,12/16/2023 03:10:30 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.633775,-73.947787,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.947787 40.633775),POINT (-73.948517 40.640085)
397404046,f59d988f5f699c2a79cf5d9d44cdef1c20282fc8032a232e1514a5fb6bd6bbba,12/16/2023 05:33:37 PM,12/16/2023 06:15:17 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.634889,-73.947884,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.947884 40.634889),POINT (-73.948517 40.640085)
397403593,c8e05e91c07b134d54319c86cceb6a29d3424b6caef498b03847b43f59990f63,12/16/2023 06:14:16 PM,12/16/2023 06:24:45 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.635313,-73.947945,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.947945 40.635313),POINT (-73.948517 40.640085)
397403470,f9e58e5c59100581f76b4456fc8d8836bb337df3c734ff7a0ef9b40b0e987591,12/16/2023 07:57:19 AM,12/16/2023 08:13:49 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.631181,-73.947516,303376,NOSTRAND AV/AV L,40.62188,-73.945851,POINT (-73.947516 40.631181),POINT (-73.945851 40.62188)
397403402,cd572a546608d0a03df26e75baf8cece2c9ea2142929bf6f91e854a714548604,12/16/2023 05:33:34 PM,12/16/2023 06:14:21 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.6351,-73.947905,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.947905 40.6351),POINT (-73.948517 40.640085)
397403253,714101892be93fdc8e1d1756e8ad5e4706ec514946759fe8782aab5a1d64a1ed,12/16/2023 06:19:20 PM,12/16/2023 06:27:18 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.633509,-73.947721,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.947721 40.633509),POINT (-73.948517 40.640085)
397403109,c78ef900bb8c8016bfe7f1fe642f384a7d4a09091f42197e33baab3c2ae5188d,12/16/2023 07:57:07 AM,12/16/2023 08:13:35 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.629839,-73.947387,303376,NOSTRAND AV/AV L,40.62188,-73.945851,POINT (-73.947387 40.629839),POINT (-73.945851 40.62188)
397403106,48b7868605876bd83e23f15ac656ad96fe7fce29af2baacfbb730442b63ac041,12/16/2023 06:21:00 PM,12/16/2023 06:42:28 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.63025,-73.947431,303376,NOSTRAND AV/AV L,40.62188,-73.945851,POINT (-73.947431 40.63025),POINT (-73.945851 40.62188)
397402806,ecb1b870c0bf34b2059275a3868c65886d25180109eb85a80aaffefeeab30a02,12/16/2023 04:58:29 PM,12/16/2023 05:07:30 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.633786,-73.947762,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.947762 40.633786),POINT (-73.948517 40.640085)
397402321,b730dcc85a474ff97cc84a2c4c9d366f51ebc7c9b0bb2855c53d29cce70075fc,12/16/2023 04:12:42 PM,12/16/2023 04:27:43 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.63534,-73.947931,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.947931 40.63534),POINT (-73.948517 40.640085)
397400723,cd572a546608d0a03df26e75baf8cece2c9ea2142929bf6f91e854a714548604,12/16/2023 12:42:23 PM,12/16/2023 12:51:31 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.63503,-73.947925,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.947925 40.63503),POINT (-73.948517 40.640085)
397400403,cd572a546608d0a03df26e75baf8cece2c9ea2142929bf6f91e854a714548604,12/16/2023 07:45:23 AM,12/16/2023 07:51:25 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.635042,-73.947904,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.947904 40.635042),POINT (-73.948517 40.640085)
397399365,c91f637618d34a1efb412aff66f0dd3185f9f1a6cddbb5b7bda1d0b702eea8c0,12/16/2023 07:51:23 AM,12/16/2023 08:15:08 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.635206,-73.947909,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.947909 40.635206),POINT (-73.948517 40.640085)
397397227,38e4668279228b0541af5f79cedff2963461cd8ac89a0ee59470eb30b4f54a9b,12/15/2023 01:23:00 PM,12/15/2023 01:34:38 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.698894,-73.953248,303441,LEE AV/FLUSHING AV,40.699506,-73.953484,POINT (-73.953248 40.698894),POINT (-73.953484 40.699506)
397397103,613443676e5fcc277194dbcd84284e441ebf43ef49bd4d8948c92c9096650986,12/15/2023 09:34:17 AM,12/15/2023 09:44:28 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.633912,-73.947778,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.947778 40.633912),POINT (-73.948517 40.640085)
397397083,f21722edd7950b541694191a7dc9dfe543150b75e2b5b18b786c2e269fcaede0,12/15/2023 09:44:22 AM,12/15/2023 09:56:08 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.634264,-73.94782,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.94782 40.634264),POINT (-73.948517 40.640085)
397397081,794936d2a04a8a689a43b3ec8a8603225a4a4d89946f4dfeea5416d8ac0977bc,12/15/2023 09:12:26 AM,12/15/2023 09:37:01 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.691582,-73.955538,303417,BEDFORD AV/LAFAYETTE AV,40.689351,-73.955002,POINT (-73.955538 40.691582),POINT (-73.955002 40.689351)
397397044,9a33c7b4358c2892958ea7a87c8bd6feb29a09149745bcf3618e20caac6fdb43,12/15/2023 09:12:22 AM,12/15/2023 09:36:57 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.691212,-73.955464,303417,BEDFORD AV/LAFAYETTE AV,40.689351,-73.955002,POINT (-73.955464 40.691212),POINT (-73.955002 40.689351)
397397029,0cecbb56bc2fb969a959ad140f4c36938f460f1b18c8ba3209cd2af647f3e10e,12/15/2023 01:06:33 PM,12/15/2023 01:27:37 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.634644,-73.947851,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.947851 40.634644),POINT (-73.948517 40.640085)
397397005,cd572a546608d0a03df26e75baf8cece2c9ea2142929bf6f91e854a714548604,12/15/2023 12:37:03 PM,12/15/2023 01:04:57 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.634573,-73.947853,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.947853 40.634573),POINT (-73.948517 40.640085)
397396987,c3f301d30046a7262d7b9502a281262bdc0a62a83a02fee2e79d709eb0570719,12/15/2023 09:55:21 AM,12/15/2023 10:36:14 AM,EXEMPT - BUS/PARATRANSIT,MOBILE BUS LANE,B44+,40.635521,-73.947952,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.947952 40.635521),POINT (-73.948517 40.640085)
397396961,cf4dacf1a3d429dd13ab3e417b986ae806affd2abd535cb1759cc0c9041827cb,12/15/2023 09:02:35 AM,12/15/2023 09:12:23 AM,DRIVER/VEHICLE INFO MISSING,MOBILE BUS LANE,B44+,40.691336,-73.955496,303417,BEDFORD AV/LAFAYETTE AV,40.689351,-73.955002,POINT (-73.955496 40.691336),POINT (-73.955002 40.689351)
397396952,5049f7eceed4ad581668927eb9f4e2b9a0312f60d08c8c4372ed38da14e3ad1a,12/15/2023 08:49:53 AM,12/15/2023 09:07:06 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.698171,-73.956869,303417,BEDFORD AV/LAFAYETTE AV,40.689351,-73.955002,POINT (-73.956869 40.698171),POINT (-73.955002 40.689351)
397396950,c6b0cb70522db7bd7f39b70e111de7a4cfe57a84637a14b28c86fb4f9daf6fc3,12/15/2023 08:48:31 AM,12/15/2023 09:04:40 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.695368,-73.956301,303417,BEDFORD AV/LAFAYETTE AV,40.689351,-73.955002,POINT (-73.956301 40.695368),POINT (-73.955002 40.689351)
397396939,88034e2ded5a77893abf5db12a96d6ccbc3680eb714ae15456ee557578139aa8,12/15/2023 09:54:31 AM,12/15/2023 10:05:11 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.652007,-73.952615,303942,ROGERS AV/CHURCH AV,40.651173,-73.95244,POINT (-73.952615 40.652007),POINT (-73.95244 40.651173)
397396919,0c695979093c53613ae1f2a045a3206f8ae6256b535ff5763a7a168022846a58,12/15/2023 09:13:39 AM,12/15/2023 09:39:02 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.696296,-73.956474,303417,BEDFORD AV/LAFAYETTE AV,40.689351,-73.955002,POINT (-73.956474 40.696296),POINT (-73.955002 40.689351)
397396892,fa6db539d3b29c73bac10a9e2892d5cd59fcdb9ee4d267375d81a07487e0a949,12/15/2023 08:43:03 AM,12/15/2023 08:55:49 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.630238,-73.947432,303376,NOSTRAND AV/AV L,40.62188,-73.945851,POINT (-73.947432 40.630238),POINT (-73.945851 40.62188)
397396886,d6d65edc28128b91a5c3272071c9318b7736b76f1e4b2d4762face10c4142d15,12/15/2023 09:04:20 AM,12/15/2023 09:13:03 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.694799,-73.956184,303417,BEDFORD AV/LAFAYETTE AV,40.689351,-73.955002,POINT (-73.956184 40.694799),POINT (-73.955002 40.689351)
397396865,f3bffcec0e8aaad1d8c33ed264101c394d6f04f1b3b851f52b909bd73024b086,12/15/2023 08:18:28 AM,12/15/2023 08:40:22 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.645812,-73.951972,303937,ROGERS AV/AV D,40.641107,-73.95136,POINT (-73.951972 40.645812),POINT (-73.95136 40.641107)
397396862,769a43716e5ad448b3f604294ac079e3563a2b1cb304a6fffb5e3ee84b27efee,12/15/2023 09:29:59 AM,12/15/2023 09:37:51 AM,EXEMPT - BUS/PARATRANSIT,MOBILE BUS LANE,B44+,40.667703,-73.950701,303459,NOSTRAND AV/ST JOHNS PL,40.670871,-73.950508,POINT (-73.950701 40.667703),POINT (-73.950508 40.670871)
397396850,7bf3292c8d64ed46e16064cf56e184a6408da1c98b626d6cd711515b764c270e,12/15/2023 09:13:31 AM,12/15/2023 09:38:58 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.696164,-73.956445,303417,BEDFORD AV/LAFAYETTE AV,40.689351,-73.955002,POINT (-73.956445 40.696164),POINT (-73.955002 40.689351)
397396848,6ba6ef5dd51c30cee4b69bf8263f094750f8bb1a9e120edd0a68b9706861bcfa,12/15/2023 08:46:51 AM,12/15/2023 09:02:50 AM,EXEMPT - BUS/PARATRANSIT,MOBILE BUS LANE,B44+,40.692686,-73.955767,303417,BEDFORD AV/LAFAYETTE AV,40.689351,-73.955002,POINT (-73.955767 40.692686),POINT (-73.955002 40.689351)
397396843,3b1db8d0a360b725c8770eed86c99245d26ec744e5ad25e88c9512814f32b6b4,12/15/2023 08:14:49 AM,12/15/2023 08:26:41 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.696444,-73.956486,303417,BEDFORD AV/LAFAYETTE AV,40.689351,-73.955002,POINT (-73.956486 40.696444),POINT (-73.955002 40.689351)
